0.78465,0.0068585,0.032848,0.14391,3.1045e+07,1
0.64627,0.0056758,0.033531,0.14092,3.2714e+07,1
0.80725,0.020072,0.039892,0.14936,4.1896e+07,1
0.75133,0.0084787,0.02489,0.12754,2.2553e+07,1
0.77575,0.025092,0.034471,0.14642,3.8439e+07,1
0.70446,0.011973,0.029378,0.14003,3.3252e+07,1
0.75843,0.016242,0.053257,0.16237,6.2848e+07,1
0.77883,0.011807,0.045961,0.15427,4.3457e+07,1
0.74582,0.023927,0.027308,0.13234,2.5605e+07,1
0.72299,0.011305,0.036018,0.13362,2.51e+07,1
0.7371,0.019412,0.039117,0.13746,2.8547e+07,1
0.69731,0.023445,0.034467,0.13981,3.0659e+07,1
0.74097,0.0075824,0.03624,0.1441,3.4124e+07,1
0.81601,0.012436,0.035101,0.14182,3.2593e+07,1
0.64032,0.0060369,0.033955,0.14159,3.3213e+07,1
0.75114,0.0078385,0.046563,0.13496,3.609e+07,1
0.86448,0.01107,0.028681,0.12899,2.2605e+07,1
0.77105,0.010445,0.051322,0.14979,4.5143e+07,1
0.76525,0.015192,0.052186,0.15788,4.6905e+07,1
0.73324,0.024453,0.037133,0.14101,3.42e+07,1
0.75595,0.015691,0.043782,0.15351,3.9124e+07,1
0.74224,0.016198,0.020976,0.11432,2.5334e+07,1
