0.77559,0.0354,1.9096,1.5894,3.5166,28.245,0.017446,0.11604,0.00088703,6.0911,0.52152,1.0381,30.035,30.481,1.8402e+07,1
0.66493,0.014979,2.9893,1.3468,3.517,28.167,0.032941,0.13582,0.00059474,9.076,0.52574,1.0166,22.407,24.026,2.7208e+07,1
0.81233,0.017415,0.25322,1.2087,3.5005,28.761,0.050537,0.14868,0.00034783,15.596,0.4643,1.031,28.65,31.359,4.6539e+07,0
0.7786,0.019091,2.6515,1.4992,3.5331,27.816,0.029071,0.127,0.00071522,7.7757,0.51833,1.0309,24.43,26.848,2.3204e+07,0
0.6911,0.027528,5.3313,2.0489,3.5341,28.632,0.026025,0.13208,0.0005587,9.6672,0.49752,1.0058,32.66,34.179,2.9119e+07,0
0.69929,0.013212,0.85163,0.94894,3.4852,28.159,0.026232,0.13191,0.00076086,7.0154,0.54155,1.0229,23.654,22.166,2.0993e+07,0
0.75306,0.010229,3.2306,1.2638,3.5394,28.365,0.031336,0.13875,0.0005774,9.1829,0.49488,1.0048,30.079,33.787,2.756e+07,1
0.80613,0.018644,0.56149,1.2365,3.5398,28.212,0.024315,0.12716,0.0007043,7.634,0.50053,1.0257,26.789,27.533,2.2982e+07,1
0.82455,0.013327,-0.10259,1.091,3.5228,28.185,0.029628,0.13646,0.00065973,8.0675,0.5078,1.0222,29.664,25.575,2.4161e+07,0
0.85563,0.018184,0.52742,1.31,3.545,28.399,0.039572,0.14545,0.00045482,11.768,0.4771,1.0193,24.545,24.964,3.5289e+07,0
0.68786,0.011363,2.635,1.2365,3.5084,28.245,0.026512,0.12897,0.00068842,7.8304,0.51422,1.0275,27.989,27.581,2.3504e+07,0
0.73877,0.010222,1.7524,1.1759,3.5053,28.368,0.033007,0.13751,0.00057744,9.2505,0.49062,1.0086,29.765,28.042,2.7696e+07,0
0.70085,0.011823,0.88824,1.0207,3.5219,28.576,0.04098,0.1579,0.0004394,12.099,0.48875,1.018,28.367,30.3,3.5822e+07,1
0.71827,0.010673,4.133,1.4449,3.5143,28.764,0.037402,0.14574,0.00043404,12.32,0.4953,1.0207,32.001,32.825,3.6895e+07,0
0.65016,0.013256,2.7162,1.2291,3.4923,28.23,0.034659,0.13656,0.00058328,9.4028,0.40998,1.0146,17.967,19.344,2.7938e+07,1
0.87565,0.029306,0.84361,1.3712,3.5663,28.779,0.044991,0.13602,0.00038567,13.733,0.46474,1.0247,33.67,35.589,4.1936e+07,0
0.75804,0.015794,0.47268,1.1652,3.5402,28.204,0.035286,0.14337,0.00052793,10.155,0.48624,1.0148,28.83,28.767,3.0327e+07,0
0.73011,0.015999,1.714,1.3548,3.5104,29.065,0.062109,0.17629,0.00027047,19.631,0.46181,1.0267,31.974,32.327,6.4779e+07,0
0.69271,0.026104,1.8773,1.3548,3.4909,28.334,0.024922,0.13329,0.00072338,7.5248,0.50088,1.0264,27.617,27.191,2.2236e+07,1
0.79519,0.017243,0.5329,1.3555,3.5206,28.84,0.035877,0.14602,0.00044297,12.023,0.48375,1.0232,32.5,35.7,3.6092e+07,0
0.70302,0.010096,1.3527,1.0614,3.5524,28.044,0.025588,0.13065,0.00072528,7.4063,0.50708,1.0261,28.393,25.888,2.219e+07,1
0.75424,0.019744,3.4874,1.6709,3.5187,28.278,0.030886,0.13596,0.00060354,8.9889,0.4885,1.0151,26.298,27.817,2.6864e+07,0
0.80982,0.012056,0.78389,1.2737,3.5114,28.951,0.063661,0.15671,0.00028612,18.732,0.45373,1.0111,25.358,30.887,5.6013e+07,1
0.74755,0.0082528,1.6784,1.0383,3.528,28.583,0.039734,0.14408,0.00043008,12.325,0.50361,1.022,27.759,32.505,3.7302e+07,1
0.75224,0.01033,4.7361,1.5113,3.5174,28.206,0.025393,0.12151,0.00067493,8.503,0.50916,1.0127,23.248,25.106,2.547e+07,0
0.70961,0.014668,2.2057,1.3132,3.5257,28.179,0.024512,0.12133,0.00071452,7.734,0.50781,1.0348,25.072,22.867,2.3191e+07,0
0.74903,0.013763,2.7029,1.3555,3.5233,27.667,0.0083278,0.091509,0.0018294,2.9117,0.57655,1.0236,43.193,44.762,8.8847e+06,1
0.71179,0.0076589,1.5053,1,3.5637,28.411,0.041901,0.14356,0.00043497,12.293,0.49464,1.0319,29.478,27.318,3.6882e+07,0
0.69134,0.010286,1.8999,1.0403,3.5105,28.36,0.026496,0.13948,0.00064592,8.1816,0.52013,1.0105,28.945,30.789,2.4642e+07,1
0.73649,0.018377,0.78519,1.198,3.526,28.271,0.028166,0.12934,0.00060413,9.047,0.5058,1.0121,27.914,25.872,2.7197e+07,1
0.7522,0.025829,2.2087,1.5266,3.5288,28.076,0.024824,0.12141,0.00070203,7.9371,0.50829,1.0101,25.955,26.207,2.3865e+07,0
0.76199,0.017842,1.5932,1.3548,3.5185,28.832,0.026302,0.13246,0.00054438,9.8179,0.4936,1.043,35.385,34.761,2.9522e+07,0
0.72588,0.0049581,2.6107,1.0373,3.5049,28.839,0.028411,0.13622,0.00049517,10.903,0.50401,1.0202,39.212,36.884,3.2702e+07,1
0.67141,0.018786,1.6572,1.2407,3.5175,28.807,0.035963,0.14728,0.00041144,13.167,0.47142,1.0261,31.648,35.653,3.9351e+07,0
0.72708,0.017994,3.0153,1.4955,3.5024,28.573,0.040159,0.14998,0.00047525,11.225,0.48426,1.0168,32.261,30.657,3.3214e+07,1
0.78371,0.020069,1.1505,1.545,3.5272,28.42,0.034181,0.14223,0.00051082,10.458,0.49823,1.0244,28.766,28.666,3.1323e+07,1
0.68617,0.030328,4.3005,1.8809,3.5239,28.458,0.029519,0.13574,0.00055711,9.6909,0.50656,1.0157,33.697,32.618,2.8977e+07,1
0.72001,0.019168,1.7072,1.4103,3.5131,28.667,0.023056,0.12853,0.00062751,8.5089,0.52053,1.0121,36.819,36.893,2.5624e+07,0
0.68287,0.018243,1.7555,1.2543,3.5418,28.766,0.046688,0.15506,0.0003467,15.396,0.47391,1.0248,35.854,35.294,4.5949e+07,0
0.70298,0.0040178,2.2289,1.0161,3.5215,28.864,0.041593,0.14941,0.00038364,14.152,0.47089,1.0211,29.887,31.046,4.2199e+07,0
0.72288,0.030501,1.9594,1.356,3.5176,28.465,0.02337,0.12964,0.00069098,7.74,0.53074,1.0275,30.753,32.661,2.3179e+07,0
0.79863,0.024438,4.7588,1.8528,3.5089,28.038,0.01082,0.098729,0.0013699,3.8863,0.55601,1.0304,38.754,38.902,1.1839e+07,0
